Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
hallowen,141,559,71,47,https://lolchess.gg/profile/BR/hallowen,https://app.mobalytics.gg/pt_br/tft/profile/BR/hallowen/overview
anicedish1,81,271,71,8,https://lolchess.gg/profile/BR/anicedish1,https://app.mobalytics.gg/pt_br/tft/profile/BR/anicedish1/overview
goshilesher,71,338,71,16,https://lolchess.gg/profile/BR/goshilesher,https://app.mobalytics.gg/pt_br/tft/profile/BR/goshilesher/overview
kagaminn,71,413,71,14,https://lolchess.gg/profile/BR/kagaminn,https://app.mobalytics.gg/pt_br/tft/profile/BR/kagaminn/overview
キッキちゃん,269,1209,70,124,https://lolchess.gg/profile/BR/キッキちゃん,https://app.mobalytics.gg/pt_br/tft/profile/BR/キッキちゃん/overview
ly128821,185,831,69,23,https://lolchess.gg/profile/BR/ly128821,https://app.mobalytics.gg/pt_br/tft/profile/BR/ly128821/overview
Mery355,504,278,68,23,https://lolchess.gg/profile/BR/Mery355,https://app.mobalytics.gg/pt_br/tft/profile/BR/Mery355/overview
g0mig0mi,325,258,68,38,https://lolchess.gg/profile/BR/g0mig0mi,https://app.mobalytics.gg/pt_br/tft/profile/BR/g0mig0mi/overview
sampi,88,675,68,121,https://lolchess.gg/profile/BR/sampi,https://app.mobalytics.gg/pt_br/tft/profile/BR/sampi/overview
tooyasan,300,268,67,21,https://lolchess.gg/profile/BR/tooyasan,https://app.mobalytics.gg/pt_br/tft/profile/BR/tooyasan/overview
pacotan,93,161,66,21,https://lolchess.gg/profile/BR/pacotan,https://app.mobalytics.gg/pt_br/tft/profile/BR/pacotan/overview
山田周人,79,244,66,16,https://lolchess.gg/profile/BR/山田周人,https://app.mobalytics.gg/pt_br/tft/profile/BR/山田周人/overview
未知なる恐怖,66,233,66,28,https://lolchess.gg/profile/BR/未知なる恐怖,https://app.mobalytics.gg/pt_br/tft/profile/BR/未知なる恐怖/overview
kumoshiroku,479,132,65,11,https://lolchess.gg/profile/BR/kumoshiroku,https://app.mobalytics.gg/pt_br/tft/profile/BR/kumoshiroku/overview
TooBigYantama,423,354,65,35,https://lolchess.gg/profile/BR/TooBigYantama,https://app.mobalytics.gg/pt_br/tft/profile/BR/TooBigYantama/overview
一隅を照らす,361,357,65,56,https://lolchess.gg/profile/BR/一隅を照らす,https://app.mobalytics.gg/pt_br/tft/profile/BR/一隅を照らす/overview
VN tráng19k1,130,322,65,49,https://lolchess.gg/profile/BR/VN tráng19k1,https://app.mobalytics.gg/pt_br/tft/profile/BR/VN tráng19k1/overview
KhinBaby,65,195,65,55,https://lolchess.gg/profile/BR/KhinBaby,https://app.mobalytics.gg/pt_br/tft/profile/BR/KhinBaby/overview
イェネファー,64,101,64,13,https://lolchess.gg/profile/BR/イェネファー,https://app.mobalytics.gg/pt_br/tft/profile/BR/イェネファー/overview
ZoRo93,63,576,63,136,https://lolchess.gg/profile/BR/ZoRo93,https://app.mobalytics.gg/pt_br/tft/profile/BR/ZoRo93/overview
remiii,63,318,63,10,https://lolchess.gg/profile/BR/remiii,https://app.mobalytics.gg/pt_br/tft/profile/BR/remiii/overview
うわだい,113,301,62,15,https://lolchess.gg/profile/BR/うわだい,https://app.mobalytics.gg/pt_br/tft/profile/BR/うわだい/overview
Mrキシドー,86,266,62,14,https://lolchess.gg/profile/BR/Mrキシドー,https://app.mobalytics.gg/pt_br/tft/profile/BR/Mrキシドー/overview
素晴らしいお乳,836,193,61,8,https://lolchess.gg/profile/BR/素晴らしいお乳,https://app.mobalytics.gg/pt_br/tft/profile/BR/素晴らしいお乳/overview
VNCunCon,206,489,60,9,https://lolchess.gg/profile/BR/VNCunCon,https://app.mobalytics.gg/pt_br/tft/profile/BR/VNCunCon/overview
よく喋る人,75,259,60,44,https://lolchess.gg/profile/BR/よく喋る人,https://app.mobalytics.gg/pt_br/tft/profile/BR/よく喋る人/overview
友人A俺,108,200,59,22,https://lolchess.gg/profile/BR/友人A俺,https://app.mobalytics.gg/pt_br/tft/profile/BR/友人A俺/overview
TFTwhale,81,436,59,39,https://lolchess.gg/profile/BR/TFTwhale,https://app.mobalytics.gg/pt_br/tft/profile/BR/TFTwhale/overview
iza9999,59,193,59,27,https://lolchess.gg/profile/BR/iza9999,https://app.mobalytics.gg/pt_br/tft/profile/BR/iza9999/overview
ブラキオサウルス,109,426,58,89,https://lolchess.gg/profile/BR/ブラキオサウルス,https://app.mobalytics.gg/pt_br/tft/profile/BR/ブラキオサウルス/overview
gamblingDice,68,148,58,12,https://lolchess.gg/profile/BR/gamblingDice,https://app.mobalytics.gg/pt_br/tft/profile/BR/gamblingDice/overview
ベトナム 明新,58,367,58,20,https://lolchess.gg/profile/BR/ベトナム 明新,https://app.mobalytics.gg/pt_br/tft/profile/BR/ベトナム 明新/overview
Merua,105,261,57,14,https://lolchess.gg/profile/BR/Merua,https://app.mobalytics.gg/pt_br/tft/profile/BR/Merua/overview
powerisred,313,151,55,10,https://lolchess.gg/profile/BR/powerisred,https://app.mobalytics.gg/pt_br/tft/profile/BR/powerisred/overview
 cuonghq,90,143,55,21,https://lolchess.gg/profile/BR/ cuonghq,https://app.mobalytics.gg/pt_br/tft/profile/BR/ cuonghq/overview
ROGUEee,65,155,55,22,https://lolchess.gg/profile/BR/ROGUEee,https://app.mobalytics.gg/pt_br/tft/profile/BR/ROGUEee/overview
7th onna,55,85,55,28,https://lolchess.gg/profile/BR/7th onna,https://app.mobalytics.gg/pt_br/tft/profile/BR/7th onna/overview
tenjin1993,55,274,55,7,https://lolchess.gg/profile/BR/tenjin1993,https://app.mobalytics.gg/pt_br/tft/profile/BR/tenjin1993/overview
PogoMix,100,125,54,8,https://lolchess.gg/profile/BR/PogoMix,https://app.mobalytics.gg/pt_br/tft/profile/BR/PogoMix/overview
kurono77,63,207,53,24,https://lolchess.gg/profile/BR/kurono77,https://app.mobalytics.gg/pt_br/tft/profile/BR/kurono77/overview
klonos,53,292,53,20,https://lolchess.gg/profile/BR/klonos,https://app.mobalytics.gg/pt_br/tft/profile/BR/klonos/overview
whiteliot99,136,216,52,29,https://lolchess.gg/profile/BR/whiteliot99,https://app.mobalytics.gg/pt_br/tft/profile/BR/whiteliot99/overview
sq451604340,58,327,52,21,https://lolchess.gg/profile/BR/sq451604340,https://app.mobalytics.gg/pt_br/tft/profile/BR/sq451604340/overview
cyaozuu,99,322,51,56,https://lolchess.gg/profile/BR/cyaozuu,https://app.mobalytics.gg/pt_br/tft/profile/BR/cyaozuu/overview
かりかりべーこん,51,183,51,8,https://lolchess.gg/profile/BR/かりかりべーこん,https://app.mobalytics.gg/pt_br/tft/profile/BR/かりかりべーこん/overview
りーり,1357,960,50,7,https://lolchess.gg/profile/BR/りーり,https://app.mobalytics.gg/pt_br/tft/profile/BR/りーり/overview
Niu,838,496,50,18,https://lolchess.gg/profile/BR/Niu,https://app.mobalytics.gg/pt_br/tft/profile/BR/Niu/overview
dova002,164,673,50,96,https://lolchess.gg/profile/BR/dova002,https://app.mobalytics.gg/pt_br/tft/profile/BR/dova002/overview
Mayday3594,157,544,50,26,https://lolchess.gg/profile/BR/Mayday3594,https://app.mobalytics.gg/pt_br/tft/profile/BR/Mayday3594/overview
vikto,50,489,50,31,https://lolchess.gg/profile/BR/vikto,https://app.mobalytics.gg/pt_br/tft/profile/BR/vikto/overview
Ganepi,50,53,50,6,https://lolchess.gg/profile/BR/Ganepi,https://app.mobalytics.gg/pt_br/tft/profile/BR/Ganepi/overview
れっさーくん,1132,165,49,16,https://lolchess.gg/profile/BR/れっさーくん,https://app.mobalytics.gg/pt_br/tft/profile/BR/れっさーくん/overview
affair,49,401,49,8,https://lolchess.gg/profile/BR/affair,https://app.mobalytics.gg/pt_br/tft/profile/BR/affair/overview
FortuneCookie,460,1370,48,127,https://lolchess.gg/profile/BR/FortuneCookie,https://app.mobalytics.gg/pt_br/tft/profile/BR/FortuneCookie/overview
NiDa98,237,127,48,22,https://lolchess.gg/profile/BR/NiDa98,https://app.mobalytics.gg/pt_br/tft/profile/BR/NiDa98/overview
nqysel,58,345,48,18,https://lolchess.gg/profile/BR/nqysel,https://app.mobalytics.gg/pt_br/tft/profile/BR/nqysel/overview
halkeye,696,404,47,13,https://lolchess.gg/profile/BR/halkeye,https://app.mobalytics.gg/pt_br/tft/profile/BR/halkeye/overview
シャルロット,507,262,47,11,https://lolchess.gg/profile/BR/シャルロット,https://app.mobalytics.gg/pt_br/tft/profile/BR/シャルロット/overview
irush,64,159,47,18,https://lolchess.gg/profile/BR/irush,https://app.mobalytics.gg/pt_br/tft/profile/BR/irush/overview
E Pía Cute,51,133,47,15,https://lolchess.gg/profile/BR/E Pía Cute,https://app.mobalytics.gg/pt_br/tft/profile/BR/E Pía Cute/overview
Xiaochaofather,47,124,47,1,https://lolchess.gg/profile/BR/Xiaochaofather,https://app.mobalytics.gg/pt_br/tft/profile/BR/Xiaochaofather/overview
Niall01,47,132,47,9,https://lolchess.gg/profile/BR/Niall01,https://app.mobalytics.gg/pt_br/tft/profile/BR/Niall01/overview
SteelyRaww,162,144,46,16,https://lolchess.gg/profile/BR/SteelyRaww,https://app.mobalytics.gg/pt_br/tft/profile/BR/SteelyRaww/overview
卍Xx月影xX卍,46,136,46,9,https://lolchess.gg/profile/BR/卍Xx月影xX卍,https://app.mobalytics.gg/pt_br/tft/profile/BR/卍Xx月影xX卍/overview
Wizztango,45,233,45,24,https://lolchess.gg/profile/BR/Wizztango,https://app.mobalytics.gg/pt_br/tft/profile/BR/Wizztango/overview
QWER6660,44,423,44,36,https://lolchess.gg/profile/BR/QWER6660,https://app.mobalytics.gg/pt_br/tft/profile/BR/QWER6660/overview
darknif3,44,182,44,30,https://lolchess.gg/profile/BR/darknif3,https://app.mobalytics.gg/pt_br/tft/profile/BR/darknif3/overview
Lex1001,44,843,44,51,https://lolchess.gg/profile/BR/Lex1001,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lex1001/overview
fuinkuottkutan,204,168,43,34,https://lolchess.gg/profile/BR/fuinkuottkutan,https://app.mobalytics.gg/pt_br/tft/profile/BR/fuinkuottkutan/overview
うらぴー,74,199,43,30,https://lolchess.gg/profile/BR/うらぴー,https://app.mobalytics.gg/pt_br/tft/profile/BR/うらぴー/overview
Jinccx,73,144,43,13,https://lolchess.gg/profile/BR/Jinccx,https://app.mobalytics.gg/pt_br/tft/profile/BR/Jinccx/overview
kinhkwts,60,212,43,10,https://lolchess.gg/profile/BR/kinhkwts,https://app.mobalytics.gg/pt_br/tft/profile/BR/kinhkwts/overview
mikumohinonon,43,609,43,12,https://lolchess.gg/profile/BR/mikumohinonon,https://app.mobalytics.gg/pt_br/tft/profile/BR/mikumohinonon/overview
てえも,469,306,42,10,https://lolchess.gg/profile/BR/てえも,https://app.mobalytics.gg/pt_br/tft/profile/BR/てえも/overview
L丶ÄDÇ VN,52,222,42,15,https://lolchess.gg/profile/BR/L丶ÄDÇ VN,https://app.mobalytics.gg/pt_br/tft/profile/BR/L丶ÄDÇ VN/overview
m1zono,52,273,42,21,https://lolchess.gg/profile/BR/m1zono,https://app.mobalytics.gg/pt_br/tft/profile/BR/m1zono/overview
HkLeblancGoD,42,112,42,29,https://lolchess.gg/profile/BR/HkLeblancGoD,https://app.mobalytics.gg/pt_br/tft/profile/BR/HkLeblancGoD/overview
あわん,42,586,42,28,https://lolchess.gg/profile/BR/あわん,https://app.mobalytics.gg/pt_br/tft/profile/BR/あわん/overview
KinkyDreads,463,135,41,8,https://lolchess.gg/profile/BR/KinkyDreads,https://app.mobalytics.gg/pt_br/tft/profile/BR/KinkyDreads/overview
ちぇろすけtft,200,312,41,67,https://lolchess.gg/profile/BR/ちぇろすけtft,https://app.mobalytics.gg/pt_br/tft/profile/BR/ちぇろすけtft/overview
小小傘,56,418,41,27,https://lolchess.gg/profile/BR/小小傘,https://app.mobalytics.gg/pt_br/tft/profile/BR/小小傘/overview
rabi machina,40,349,40,31,https://lolchess.gg/profile/BR/rabi machina,https://app.mobalytics.gg/pt_br/tft/profile/BR/rabi machina/overview
mrku91,40,726,40,63,https://lolchess.gg/profile/BR/mrku91,https://app.mobalytics.gg/pt_br/tft/profile/BR/mrku91/overview
hit0min,207,49,39,24,https://lolchess.gg/profile/BR/hit0min,https://app.mobalytics.gg/pt_br/tft/profile/BR/hit0min/overview
高田馬場笑笑,66,317,39,36,https://lolchess.gg/profile/BR/高田馬場笑笑,https://app.mobalytics.gg/pt_br/tft/profile/BR/高田馬場笑笑/overview
GuoZhòngRén,39,104,39,2,https://lolchess.gg/profile/BR/GuoZhòngRén,https://app.mobalytics.gg/pt_br/tft/profile/BR/GuoZhòngRén/overview
tikpen,792,695,38,82,https://lolchess.gg/profile/BR/tikpen,https://app.mobalytics.gg/pt_br/tft/profile/BR/tikpen/overview
Supercan sweet,51,513,38,38,https://lolchess.gg/profile/BR/Supercan sweet,https://app.mobalytics.gg/pt_br/tft/profile/BR/Supercan sweet/overview
daison3216,42,380,38,30,https://lolchess.gg/profile/BR/daison3216,https://app.mobalytics.gg/pt_br/tft/profile/BR/daison3216/overview
kjjhkkokk,38,166,38,12,https://lolchess.gg/profile/BR/kjjhkkokk,https://app.mobalytics.gg/pt_br/tft/profile/BR/kjjhkkokk/overview
doric,38,119,38,11,https://lolchess.gg/profile/BR/doric,https://app.mobalytics.gg/pt_br/tft/profile/BR/doric/overview
スフィアーズ,38,79,38,14,https://lolchess.gg/profile/BR/スフィアーズ,https://app.mobalytics.gg/pt_br/tft/profile/BR/スフィアーズ/overview
15p end game,138,342,37,7,https://lolchess.gg/profile/BR/15p end game,https://app.mobalytics.gg/pt_br/tft/profile/BR/15p end game/overview
Norihiro242,82,308,37,82,https://lolchess.gg/profile/BR/Norihiro242,https://app.mobalytics.gg/pt_br/tft/profile/BR/Norihiro242/overview
Chí phèo tìmvowj,37,110,37,14,https://lolchess.gg/profile/BR/Chí phèo tìmvowj,https://app.mobalytics.gg/pt_br/tft/profile/BR/Chí phèo tìmvowj/overview
dung2901,68,210,36,15,https://lolchess.gg/profile/BR/dung2901,https://app.mobalytics.gg/pt_br/tft/profile/BR/dung2901/overview
なんな,61,215,36,33,https://lolchess.gg/profile/BR/なんな,https://app.mobalytics.gg/pt_br/tft/profile/BR/なんな/overview
Lilbin1,36,427,36,35,https://lolchess.gg/profile/BR/Lilbin1,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lilbin1/overview
TG chogath,36,83,36,2,https://lolchess.gg/profile/BR/TG chogath,https://app.mobalytics.gg/pt_br/tft/profile/BR/TG chogath/overview
manull,844,483,35,50,https://lolchess.gg/profile/BR/manull,https://app.mobalytics.gg/pt_br/tft/profile/BR/manull/overview
RemeLq,121,842,35,40,https://lolchess.gg/profile/BR/RemeLq,https://app.mobalytics.gg/pt_br/tft/profile/BR/RemeLq/overview
Hi Nihong,59,665,35,75,https://lolchess.gg/profile/BR/Hi Nihong,https://app.mobalytics.gg/pt_br/tft/profile/BR/Hi Nihong/overview
SKT HuyVN,35,629,35,16,https://lolchess.gg/profile/BR/SKT HuyVN,https://app.mobalytics.gg/pt_br/tft/profile/BR/SKT HuyVN/overview
matsu413,35,715,35,53,https://lolchess.gg/profile/BR/matsu413,https://app.mobalytics.gg/pt_br/tft/profile/BR/matsu413/overview
gomibakonyan,35,82,35,1,https://lolchess.gg/profile/BR/gomibakonyan,https://app.mobalytics.gg/pt_br/tft/profile/BR/gomibakonyan/overview
ゆきぴょん,35,301,35,21,https://lolchess.gg/profile/BR/ゆきぴょん,https://app.mobalytics.gg/pt_br/tft/profile/BR/ゆきぴょん/overview
Irri,689,507,34,149,https://lolchess.gg/profile/BR/Irri,https://app.mobalytics.gg/pt_br/tft/profile/BR/Irri/overview
とおやちゃん,508,189,34,16,https://lolchess.gg/profile/BR/とおやちゃん,https://app.mobalytics.gg/pt_br/tft/profile/BR/とおやちゃん/overview
Yuna,477,508,34,46,https://lolchess.gg/profile/BR/Yuna,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yuna/overview
TFTtakashi,285,328,34,13,https://lolchess.gg/profile/BR/TFTtakashi,https://app.mobalytics.gg/pt_br/tft/profile/BR/TFTtakashi/overview
MILDBONE,184,500,34,34,https://lolchess.gg/profile/BR/MILDBONE,https://app.mobalytics.gg/pt_br/tft/profile/BR/MILDBONE/overview
Halyoiyoi,158,369,34,30,https://lolchess.gg/profile/BR/Halyoiyoi,https://app.mobalytics.gg/pt_br/tft/profile/BR/Halyoiyoi/overview
åŒæãŒæ,124,176,34,9,https://lolchess.gg/profile/BR/åŒæãŒæ,https://app.mobalytics.gg/pt_br/tft/profile/BR/åŒæãŒæ/overview
pentaron,61,605,34,54,https://lolchess.gg/profile/BR/pentaron,https://app.mobalytics.gg/pt_br/tft/profile/BR/pentaron/overview
laveeating,54,236,34,10,https://lolchess.gg/profile/BR/laveeating,https://app.mobalytics.gg/pt_br/tft/profile/BR/laveeating/overview
nikku17,34,119,34,5,https://lolchess.gg/profile/BR/nikku17,https://app.mobalytics.gg/pt_br/tft/profile/BR/nikku17/overview
しかめまどか,990,381,33,10,https://lolchess.gg/profile/BR/しかめまどか,https://app.mobalytics.gg/pt_br/tft/profile/BR/しかめまどか/overview
kohada19,844,196,33,10,https://lolchess.gg/profile/BR/kohada19,https://app.mobalytics.gg/pt_br/tft/profile/BR/kohada19/overview
surimi,232,423,33,43,https://lolchess.gg/profile/BR/surimi,https://app.mobalytics.gg/pt_br/tft/profile/BR/surimi/overview
喚潮鮫姫,33,295,33,18,https://lolchess.gg/profile/BR/喚潮鮫姫,https://app.mobalytics.gg/pt_br/tft/profile/BR/喚潮鮫姫/overview
peto100yen,460,96,32,8,https://lolchess.gg/profile/BR/peto100yen,https://app.mobalytics.gg/pt_br/tft/profile/BR/peto100yen/overview
Sach1,68,118,32,11,https://lolchess.gg/profile/BR/Sach1,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sach1/overview
いもこ,32,161,32,12,https://lolchess.gg/profile/BR/いもこ,https://app.mobalytics.gg/pt_br/tft/profile/BR/いもこ/overview
HealeHealerr,356,474,31,31,https://lolchess.gg/profile/BR/HealeHealerr,https://app.mobalytics.gg/pt_br/tft/profile/BR/HealeHealerr/overview
卍栁原卍,105,386,31,39,https://lolchess.gg/profile/BR/卍栁原卍,https://app.mobalytics.gg/pt_br/tft/profile/BR/卍栁原卍/overview
kurituedia,101,175,31,79,https://lolchess.gg/profile/BR/kurituedia,https://app.mobalytics.gg/pt_br/tft/profile/BR/kurituedia/overview
ChuyênGiaOutTop,31,449,31,27,https://lolchess.gg/profile/BR/ChuyênGiaOutTop,https://app.mobalytics.gg/pt_br/tft/profile/BR/ChuyênGiaOutTop/overview
ハルオーネ斎藤,150,95,30,31,https://lolchess.gg/profile/BR/ハルオーネ斎藤,https://app.mobalytics.gg/pt_br/tft/profile/BR/ハルオーネ斎藤/overview
三途渡し,71,416,30,90,https://lolchess.gg/profile/BR/三途渡し,https://app.mobalytics.gg/pt_br/tft/profile/BR/三途渡し/overview
okletgo,67,220,30,12,https://lolchess.gg/profile/BR/okletgo,https://app.mobalytics.gg/pt_br/tft/profile/BR/okletgo/overview
flytomemoon,45,250,30,30,https://lolchess.gg/profile/BR/flytomemoon,https://app.mobalytics.gg/pt_br/tft/profile/BR/flytomemoon/overview
Báchh,30,361,30,27,https://lolchess.gg/profile/BR/Báchh,https://app.mobalytics.gg/pt_br/tft/profile/BR/Báchh/overview
LegendsBR,30,51,30,4,https://lolchess.gg/profile/BR/LegendsBR,https://app.mobalytics.gg/pt_br/tft/profile/BR/LegendsBR/overview
山本晟義,138,166,29,13,https://lolchess.gg/profile/BR/山本晟義,https://app.mobalytics.gg/pt_br/tft/profile/BR/山本晟義/overview
dfhjk,118,426,29,62,https://lolchess.gg/profile/BR/dfhjk,https://app.mobalytics.gg/pt_br/tft/profile/BR/dfhjk/overview
youxibaga1,76,95,29,24,https://lolchess.gg/profile/BR/youxibaga1,https://app.mobalytics.gg/pt_br/tft/profile/BR/youxibaga1/overview
Blue59,42,511,29,26,https://lolchess.gg/profile/BR/Blue59,https://app.mobalytics.gg/pt_br/tft/profile/BR/Blue59/overview
Gwiy0mi,157,317,28,72,https://lolchess.gg/profile/BR/Gwiy0mi,https://app.mobalytics.gg/pt_br/tft/profile/BR/Gwiy0mi/overview
Ireality,153,331,28,25,https://lolchess.gg/profile/BR/Ireality,https://app.mobalytics.gg/pt_br/tft/profile/BR/Ireality/overview
realymd,122,98,28,7,https://lolchess.gg/profile/BR/realymd,https://app.mobalytics.gg/pt_br/tft/profile/BR/realymd/overview
sxm007,39,463,28,86,https://lolchess.gg/profile/BR/sxm007,https://app.mobalytics.gg/pt_br/tft/profile/BR/sxm007/overview
anngxynTFT,28,216,28,44,https://lolchess.gg/profile/BR/anngxynTFT,https://app.mobalytics.gg/pt_br/tft/profile/BR/anngxynTFT/overview
cocco2,28,117,28,1,https://lolchess.gg/profile/BR/cocco2,https://app.mobalytics.gg/pt_br/tft/profile/BR/cocco2/overview
À the làm sao mà,146,295,27,63,https://lolchess.gg/profile/BR/À the làm sao mà,https://app.mobalytics.gg/pt_br/tft/profile/BR/À the làm sao mà/overview
A Heavy Stone,144,141,27,12,https://lolchess.gg/profile/BR/A Heavy Stone,https://app.mobalytics.gg/pt_br/tft/profile/BR/A Heavy Stone/overview
